city,latitude,longtitude,date,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_max,wind_gusts_max,weather_code,extracted_at
Aziylal,31.96,-6.56,2026-09-22,27.9,17.1,0.0,0,17.3,37.1,1,2026-09-21 00:13:24.590489
Aziylal,31.96,-6.56,2026-09-23,28.6,17.0,0.0,0,16.6,35.6,0,2026-09-21 00:13:24.590489
Aziylal,31.96,-6.56,2026-09-24,29.2,18.0,0.0,0,19.2,42.5,0,2026-09-21 00:13:24.590489
Aziylal,31.96,-6.56,2026-09-25,29.1,17.3,0.0,0,17.3,39.2,3,2026-09-21 00:13:24.590489
Aziylal,31.96,-6.56,2026-09-26,26.4,17.3,0.0,5,15.3,36.7,3,2026-09-21 00:13:24.590489
Aziylal,31.96,-6.56,2026-09-27,24.8,16.3,0.6,11,12.0,29.2,80,2026-09-21 00:13:24.590489
Boujad,32.7741,-6.3925,2026-09-21,35.2,21.8,0.0,5,18.6,36.0,3,2026-09-21 00:13:24.831574
Boujad,32.7741,-6.3925,2026-09-22,34.4,19.6,0.0,0,16.0,30.2,2,2026-09-21 00:13:24.831574
Boujad,32.7741,-6.3925,2026-09-23,34.4,18.6,0.0,0,16.6,30.6,2,2026-09-21 00:13:24.831574
Boujad,32.7741,-6.3925,2026-09-24,35.2,17.8,0.0,0,14.7,27.7,1,2026-09-21 00:13:24.831574
Boujad,32.7741,-6.3925,2026-09-25,34.9,18.3,0.0,0,14.4,38.2,3,2026-09-21 00:13:24.831574
Boujad,32.7741,-6.3925,2026-09-26,33.5,18.8,0.0,0,17.5,34.9,3,2026-09-21 00:13:24.831574
Boujad,32.7741,-6.3925,2026-09-27,31.7,19.3,0.0,3,19.1,43.9,3,2026-09-21 00:13:24.831574
Al Aaroui,35.0104,-3.0073,2026-09-21,26.2,20.0,0.0,0,24.2,42.1,2,2026-09-21 00:13:25.082282
Al Aaroui,35.0104,-3.0073,2026-09-22,26.8,17.3,0.0,0,18.6,32.4,45,2026-09-21 00:13:25.082282
Al Aaroui,35.0104,-3.0073,2026-09-23,26.9,16.1,0.0,0,18.6,32.8,45,2026-09-21 00:13:25.082282
Al Aaroui,35.0104,-3.0073,2026-09-24,27.6,17.6,0.0,0,20.9,37.8,45,2026-09-21 00:13:25.082282
Al Aaroui,35.0104,-3.0073,2026-09-25,31.3,15.4,0.0,0,15.3,27.0,45,2026-09-21 00:13:25.082282
Al Aaroui,35.0104,-3.0073,2026-09-26,28.6,15.0,0.0,0,16.3,30.6,45,2026-09-21 00:13:25.082282
Al Aaroui,35.0104,-3.0073,2026-09-27,27.8,16.6,0.0,3,13.6,25.9,45,2026-09-21 00:13:25.082282
Mrirt,33.1654,-5.5634,2026-09-21,32.1,18.5,0.0,0,21.3,45.7,2,2026-09-21 00:13:25.324139
Mrirt,33.1654,-5.5634,2026-09-22,31.3,16.4,0.0,0,19.8,42.5,1,2026-09-21 00:13:25.324139
Mrirt,33.1654,-5.5634,2026-09-23,31.8,15.7,0.0,0,20.9,43.2,1,2026-09-21 00:13:25.324139
Mrirt,33.1654,-5.5634,2026-09-24,33.0,15.5,0.0,0,22.1,45.4,1,2026-09-21 00:13:25.324139
Mrirt,33.1654,-5.5634,2026-09-25,32.4,15.8,0.0,0,16.2,33.1,3,2026-09-21 00:13:25.324139
Mrirt,33.1654,-5.5634,2026-09-26,32.0,13.7,0.0,3,13.7,38.9,3,2026-09-21 00:13:25.324139
Mrirt,33.1654,-5.5634,2026-09-27,28.8,12.9,0.6,12,13.8,29.5,3,2026-09-21 00:13:25.324139
Tineghir,31.5147,-5.5328,2026-09-21,27.9,18.0,0.7,30,23.0,38.5,80,2026-09-21 00:13:25.542768
Tineghir,31.5147,-5.5328,2026-09-22,29.4,17.4,0.0,0,20.9,32.0,2,2026-09-21 00:13:25.542768
Tineghir,31.5147,-5.5328,2026-09-23,28.6,16.9,0.0,0,17.3,26.3,2,2026-09-21 00:13:25.542768
Tineghir,31.5147,-5.5328,2026-09-24,29.1,18.1,0.0,0,23.5,36.7,2,2026-09-21 00:13:25.542768
Tineghir,31.5147,-5.5328,2026-09-25,30.6,16.7,0.0,0,15.2,29.1,3,2026-09-21 00:13:25.542768
Tineghir,31.5147,-5.5328,2026-09-26,27.5,20.2,1.5,9,19.2,29.2,95,2026-09-21 00:13:25.542768
Tineghir,31.5147,-5.5328,2026-09-27,26.2,17.4,5.7,18,21.9,33.8,95,2026-09-21 00:13:25.542768
Bouknadel,34.1766,-6.6893,2026-09-21,30.6,20.1,0.0,0,13.0,23.0,2,2026-09-21 00:13:25.748685
Bouknadel,34.1766,-6.6893,2026-09-22,28.4,20.0,0.0,0,11.2,20.2,45,2026-09-21 00:13:25.748685
Bouknadel,34.1766,-6.6893,2026-09-23,27.8,18.6,0.0,0,16.8,28.8,45,2026-09-21 00:13:25.748685
Bouknadel,34.1766,-6.6893,2026-09-24,31.0,17.7,0.0,0,17.7,30.6,0,2026-09-21 00:13:25.748685
Bouknadel,34.1766,-6.6893,2026-09-25,29.1,18.4,0.0,0,17.0,28.4,3,2026-09-21 00:13:25.748685
Bouknadel,34.1766,-6.6893,2026-09-26,29.2,19.1,0.0,0,12.3,28.4,45,2026-09-21 00:13:25.748685
Bouknadel,34.1766,-6.6893,2026-09-27,25.5,20.4,0.0,3,13.7,31.0,3,2026-09-21 00:13:25.748685
Cabo Bojador,26.1269,-14.4992,2026-09-21,27.3,20.7,0.0,2,27.0,47.2,3,2026-09-21 00:13:25.964174
Cabo Bojador,26.1269,-14.4992,2026-09-22,26.6,20.8,0.0,2,25.6,46.4,3,2026-09-21 00:13:25.964174
Cabo Bojador,26.1269,-14.4992,2026-09-23,32.7,21.2,0.0,1,31.8,49.7,1,2026-09-21 00:13:25.964174
Cabo Bojador,26.1269,-14.4992,2026-09-24,35.9,23.7,0.0,0,31.8,52.9,3,2026-09-21 00:13:25.964174
Cabo Bojador,26.1269,-14.4992,2026-09-25,31.9,21.0,0.0,0,33.5,54.7,3,2026-09-21 00:13:25.964174
Cabo Bojador,26.1269,-14.4992,2026-09-26,23.7,21.0,0.0,4,26.7,44.6,3,2026-09-21 00:13:25.964174
Cabo Bojador,26.1269,-14.4992,2026-09-27,26.9,20.9,0.0,4,19.6,33.5,3,2026-09-21 00:13:25.964174
Zagora,30.3316,-5.8376,2026-09-21,33.2,23.4,0.2,20,13.1,22.3,3,2026-09-21 00:13:26.271024
Zagora,30.3316,-5.8376,2026-09-22,34.4,23.7,0.0,3,9.6,18.7,2,2026-09-21 00:13:26.271024
Zagora,30.3316,-5.8376,2026-09-23,33.7,23.0,0.0,0,11.2,18.7,2,2026-09-21 00:13:26.271024
Zagora,30.3316,-5.8376,2026-09-24,34.2,24.2,0.0,0,20.4,31.3,3,2026-09-21 00:13:26.271024
Zagora,30.3316,-5.8376,2026-09-25,35.4,23.8,0.0,0,13.5,23.0,3,2026-09-21 00:13:26.271024
Zagora,30.3316,-5.8376,2026-09-26,34.2,23.8,0.0,0,18.9,32.4,3,2026-09-21 00:13:26.271024
Zagora,30.3316,-5.8376,2026-09-27,31.7,22.6,0.0,3,18.0,27.7,3,2026-09-21 00:13:26.271024
Azemmour,33.2833,-8.3333,2026-09-21,30.9,19.3,0.0,0,17.1,31.3,45,2026-09-21 00:13:26.518934
Azemmour,33.2833,-8.3333,2026-09-22,28.4,18.3,0.0,0,13.4,24.8,45,2026-09-21 00:13:26.518934
Azemmour,33.2833,-8.3333,2026-09-23,27.4,19.4,0.0,0,15.6,28.8,45,2026-09-21 00:13:26.518934
Azemmour,33.2833,-8.3333,2026-09-24,27.9,18.0,0.0,0,15.3,29.9,45,2026-09-21 00:13:26.518934
Azemmour,33.2833,-8.3333,2026-09-25,28.6,18.4,0.0,0,19.6,38.1,45,2026-09-21 00:13:26.518934
Azemmour,33.2833,-8.3333,2026-09-26,27.8,20.4,0.0,0,13.7,27.7,45,2026-09-21 00:13:26.518934
Azemmour,33.2833,-8.3333,2026-09-27,26.0,20.5,0.0,4,13.7,27.4,45,2026-09-21 00:13:26.518934
El Hajeb,33.6928,-5.3711,2026-09-21,32.3,21.7,0.0,0,21.9,47.2,2,2026-09-21 00:13:26.727172
El Hajeb,33.6928,-5.3711,2026-09-22,30.4,20.6,0.0,0,20.0,42.5,3,2026-09-21 00:13:26.727172
El Hajeb,33.6928,-5.3711,2026-09-23,30.9,19.1,0.0,0,17.5,37.1,3,2026-09-21 00:13:26.727172
El Hajeb,33.6928,-5.3711,2026-09-24,31.8,19.4,0.0,0,19.5,38.2,0,2026-09-21 00:13:26.727172
El Hajeb,33.6928,-5.3711,2026-09-25,32.1,18.9,0.0,0,24.1,50.4,3,2026-09-21 00:13:26.727172
El Hajeb,33.6928,-5.3711,2026-09-26,31.0,16.6,0.0,3,18.2,36.4,2,2026-09-21 00:13:26.727172
El Hajeb,33.6928,-5.3711,2026-09-27,28.1,16.4,0.0,5,12.8,33.5,3,2026-09-21 00:13:26.727172
Jerada,34.31,-2.16,2026-09-21,26.9,17.0,0.0,0,19.7,44.3,2,2026-09-21 00:13:26.955008
Jerada,34.31,-2.16,2026-09-22,27.2,15.7,0.0,0,17.9,38.2,3,2026-09-21 00:13:26.955008
Jerada,34.31,-2.16,2026-09-23,28.6,16.3,0.0,0,22.6,44.3,2,2026-09-21 00:13:26.955008
Jerada,34.31,-2.16,2026-09-24,28.7,17.0,0.0,0,23.4,47.5,1,2026-09-21 00:13:26.955008
Jerada,34.31,-2.16,2026-09-25,28.6,14.6,0.0,0,25.3,48.6,0,2026-09-21 00:13:26.955008
Jerada,34.31,-2.16,2026-09-26,30.3,13.0,0.0,3,17.3,43.9,3,2026-09-21 00:13:26.955008
Jerada,34.31,-2.16,2026-09-27,29.1,13.6,0.0,9,14.0,33.1,3,2026-09-21 00:13:26.955008
El Aïoun,34.5726,-2.5127,2026-09-21,29.3,18.4,0.0,0,17.3,29.5,45,2026-09-21 00:13:27.225035
El Aïoun,34.5726,-2.5127,2026-09-22,29.3,14.3,0.0,0,13.6,23.4,45,2026-09-21 00:13:27.225035
El Aïoun,34.5726,-2.5127,2026-09-23,30.9,15.0,0.0,0,16.1,26.6,1,2026-09-21 00:13:27.225035
El Aïoun,34.5726,-2.5127,2026-09-24,30.6,15.2,0.0,0,20.4,34.6,0,2026-09-21 00:13:27.225035
El Aïoun,34.5726,-2.5127,2026-09-25,31.7,13.4,0.0,0,14.5,25.4,0,2026-09-21 00:13:27.225035
El Aïoun,34.5726,-2.5127,2026-09-26,31.5,14.1,0.0,0,22.5,37.1,2,2026-09-21 00:13:27.225035
El Aïoun,34.5726,-2.5127,2026-09-27,30.2,15.4,0.0,4,17.5,28.8,3,2026-09-21 00:13:27.225035
Tameslouht,31.5,-8.1,2026-09-21,37.7,25.2,0.0,5,25.6,46.1,3,2026-09-21 00:13:27.441898
Tameslouht,31.5,-8.1,2026-09-22,36.6,21.7,0.0,0,16.6,27.0,0,2026-09-21 00:13:27.441898
Tameslouht,31.5,-8.1,2026-09-23,35.9,20.9,0.0,0,13.6,22.7,0,2026-09-21 00:13:27.441898
Tameslouht,31.5,-8.1,2026-09-24,36.0,20.5,0.0,0,13.8,24.1,1,2026-09-21 00:13:27.441898
Tameslouht,31.5,-8.1,2026-09-25,36.3,21.0,0.0,0,14.8,24.5,3,2026-09-21 00:13:27.441898
Tameslouht,31.5,-8.1,2026-09-26,32.9,21.2,0.0,0,15.4,28.4,3,2026-09-21 00:13:27.441898
Tameslouht,31.5,-8.1,2026-09-27,32.4,20.2,0.0,3,15.2,24.8,3,2026-09-21 00:13:27.441898
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-21,37.0,20.0,0.0,0,16.8,29.9,1,2026-09-21 00:13:27.697640
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-22,34.5,18.4,0.0,0,14.3,26.3,3,2026-09-21 00:13:27.697640
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-23,35.8,16.9,0.0,0,19.1,34.6,45,2026-09-21 00:13:27.697640
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-24,36.0,17.6,0.0,0,22.7,40.7,0,2026-09-21 00:13:27.697640
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-25,35.4,17.1,0.0,0,19.2,35.0,3,2026-09-21 00:13:27.697640
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-26,34.6,17.2,0.0,0,20.0,37.4,3,2026-09-21 00:13:27.697640
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-27,28.1,18.2,0.0,3,12.7,26.6,3,2026-09-21 00:13:27.697640
Chichaoua,31.5333,-8.7667,2026-09-21,38.0,22.5,0.0,0,25.2,41.4,3,2026-09-21 00:13:28.007120
Chichaoua,31.5333,-8.7667,2026-09-22,37.8,20.7,0.0,0,21.4,36.0,1,2026-09-21 00:13:28.007120
Chichaoua,31.5333,-8.7667,2026-09-23,36.4,19.9,0.0,0,21.3,35.3,0,2026-09-21 00:13:28.007120
Chichaoua,31.5333,-8.7667,2026-09-24,36.6,19.0,0.0,0,21.1,36.7,0,2026-09-21 00:13:28.007120
Chichaoua,31.5333,-8.7667,2026-09-25,36.7,20.3,0.0,0,16.2,28.1,3,2026-09-21 00:13:28.007120
Chichaoua,31.5333,-8.7667,2026-09-26,33.5,21.3,0.0,0,21.7,36.7,3,2026-09-21 00:13:28.007120
Chichaoua,31.5333,-8.7667,2026-09-27,32.8,20.3,0.0,3,18.3,29.2,3,2026-09-21 00:13:28.007120
Al ’Attawia,31.83,-7.31,2026-09-21,35.9,21.7,0.0,3,15.6,35.3,2,2026-09-21 00:13:28.335112
Al ’Attawia,31.83,-7.31,2026-09-22,34.8,20.0,0.0,0,13.2,24.5,2,2026-09-21 00:13:28.335112
Al ’Attawia,31.83,-7.31,2026-09-23,34.6,18.2,0.0,0,10.9,20.2,0,2026-09-21 00:13:28.335112
Al ’Attawia,31.83,-7.31,2026-09-24,35.2,17.8,0.0,0,12.5,23.4,0,2026-09-21 00:13:28.335112
Al ’Attawia,31.83,-7.31,2026-09-25,35.0,17.9,0.0,0,15.5,27.7,3,2026-09-21 00:13:28.335112
Al ’Attawia,31.83,-7.31,2026-09-26,32.5,19.2,0.0,3,15.0,29.5,3,2026-09-21 00:13:28.335112
Al ’Attawia,31.83,-7.31,2026-09-27,31.3,17.7,0.0,7,14.1,26.6,3,2026-09-21 00:13:28.335112
Tabount,30.9014,-6.9217,2026-09-21,30.1,19.3,0.7,25,16.0,26.6,80,2026-09-21 00:13:28.619215
Tabount,30.9014,-6.9217,2026-09-22,32.5,16.5,0.0,0,30.2,51.5,0,2026-09-21 00:13:28.619215
Tabount,30.9014,-6.9217,2026-09-23,31.0,15.7,0.0,0,13.7,21.6,1,2026-09-21 00:13:28.619215
Tabount,30.9014,-6.9217,2026-09-24,31.1,17.4,0.0,0,22.0,31.3,2,2026-09-21 00:13:28.619215
Tabount,30.9014,-6.9217,2026-09-25,32.3,16.7,0.0,0,13.5,24.8,3,2026-09-21 00:13:28.619215
Tabount,30.9014,-6.9217,2026-09-26,29.9,18.4,0.0,3,11.4,20.5,3,2026-09-21 00:13:28.619215
Tabount,30.9014,-6.9217,2026-09-27,28.3,17.1,0.0,7,13.2,21.2,3,2026-09-21 00:13:28.619215
Zaïo,34.9396,-2.7334,2026-09-21,28.4,19.6,0.0,0,15.1,33.1,45,2026-09-21 00:13:28.841815
Zaïo,34.9396,-2.7334,2026-09-22,28.2,17.5,0.0,0,11.9,23.8,3,2026-09-21 00:13:28.841815
Zaïo,34.9396,-2.7334,2026-09-23,28.8,16.9,0.0,0,10.9,25.9,45,2026-09-21 00:13:28.841815
Zaïo,34.9396,-2.7334,2026-09-24,29.8,18.1,0.0,0,12.8,29.5,45,2026-09-21 00:13:28.841815
Zaïo,34.9396,-2.7334,2026-09-25,32.1,17.6,0.0,0,9.5,20.3,45,2026-09-21 00:13:28.841815
Zaïo,34.9396,-2.7334,2026-09-26,28.4,16.0,0.0,0,19.1,35.6,45,2026-09-21 00:13:28.841815
Zaïo,34.9396,-2.7334,2026-09-27,28.0,17.1,0.0,3,14.6,28.1,45,2026-09-21 00:13:28.841815
Aguelmous,33.1324,-5.8366,2026-09-21,31.9,19.6,0.0,0,22.3,45.4,3,2026-09-21 00:13:29.121624
Aguelmous,33.1324,-5.8366,2026-09-22,30.8,18.2,0.0,0,16.9,34.9,1,2026-09-21 00:13:29.121624
Aguelmous,33.1324,-5.8366,2026-09-23,31.7,17.3,0.0,0,18.8,42.5,1,2026-09-21 00:13:29.121624
Aguelmous,33.1324,-5.8366,2026-09-24,32.5,18.5,0.0,0,16.9,37.1,1,2026-09-21 00:13:29.121624
Aguelmous,33.1324,-5.8366,2026-09-25,31.9,18.1,0.0,0,17.2,38.5,3,2026-09-21 00:13:29.121624
Aguelmous,33.1324,-5.8366,2026-09-26,31.0,17.9,0.0,3,18.8,40.0,3,2026-09-21 00:13:29.121624
Aguelmous,33.1324,-5.8366,2026-09-27,28.2,17.9,0.0,9,18.9,39.2,3,2026-09-21 00:13:29.121624
Asilah,35.4667,-6.0333,2026-09-21,30.8,23.4,0.0,0,24.2,43.2,1,2026-09-21 00:13:29.357199
Asilah,35.4667,-6.0333,2026-09-22,30.8,22.3,0.0,0,20.8,36.4,3,2026-09-21 00:13:29.357199
Asilah,35.4667,-6.0333,2026-09-23,31.7,20.3,0.0,0,26.8,47.9,1,2026-09-21 00:13:29.357199
Asilah,35.4667,-6.0333,2026-09-24,31.8,22.5,0.0,0,29.3,51.8,0,2026-09-21 00:13:29.357199
Asilah,35.4667,-6.0333,2026-09-25,30.6,20.9,0.0,0,13.3,28.1,3,2026-09-21 00:13:29.357199
Asilah,35.4667,-6.0333,2026-09-26,34.0,18.8,0.0,0,13.9,27.7,3,2026-09-21 00:13:29.357199
Asilah,35.4667,-6.0333,2026-09-27,28.3,18.5,0.0,3,9.1,19.8,3,2026-09-21 00:13:29.357199
Imzouren,35.1464,-3.8506,2026-09-21,29.4,19.6,0.0,0,20.4,37.1,2,2026-09-21 00:13:29.570528
Imzouren,35.1464,-3.8506,2026-09-22,27.3,18.2,0.0,0,14.4,26.3,3,2026-09-21 00:13:29.570528
Imzouren,35.1464,-3.8506,2026-09-23,27.0,17.8,0.0,0,13.7,24.8,2,2026-09-21 00:13:29.570528
Imzouren,35.1464,-3.8506,2026-09-24,27.9,18.1,0.0,0,15.5,28.4,2,2026-09-21 00:13:29.570528
Imzouren,35.1464,-3.8506,2026-09-25,28.9,17.8,0.0,0,9.7,19.4,1,2026-09-21 00:13:29.570528
Imzouren,35.1464,-3.8506,2026-09-26,29.2,18.9,0.0,0,11.5,22.7,3,2026-09-21 00:13:29.570528
Imzouren,35.1464,-3.8506,2026-09-27,26.0,19.4,0.0,3,10.7,20.2,3,2026-09-21 00:13:29.570528
Mediouna,33.4556,-7.5208,2026-09-21,37.7,20.3,0.0,0,20.3,37.8,2,2026-09-21 00:13:29.776678
Mediouna,33.4556,-7.5208,2026-09-22,34.2,18.6,0.0,0,16.3,29.2,45,2026-09-21 00:13:29.776678
Mediouna,33.4556,-7.5208,2026-09-23,32.3,17.7,0.0,0,19.4,35.3,45,2026-09-21 00:13:29.776678
Mediouna,33.4556,-7.5208,2026-09-24,33.2,17.5,0.0,0,17.4,32.8,0,2026-09-21 00:13:29.776678
Mediouna,33.4556,-7.5208,2026-09-25,32.7,16.5,0.0,0,20.2,36.4,45,2026-09-21 00:13:29.776678
Mediouna,33.4556,-7.5208,2026-09-26,27.3,18.6,0.0,0,13.7,35.3,45,2026-09-21 00:13:29.776678
Mediouna,33.4556,-7.5208,2026-09-27,25.6,18.6,0.0,4,11.0,28.4,45,2026-09-21 00:13:29.776678
Demnat,31.7311,-7.0361,2026-09-21,32.6,21.3,0.0,5,18.2,34.6,2,2026-09-21 00:13:30.074171
Demnat,31.7311,-7.0361,2026-09-22,31.8,19.4,0.0,0,14.3,27.7,2,2026-09-21 00:13:30.074171
Demnat,31.7311,-7.0361,2026-09-23,31.8,17.8,0.0,0,14.3,27.4,0,2026-09-21 00:13:30.074171
Demnat,31.7311,-7.0361,2026-09-24,32.4,18.4,0.0,0,14.9,29.9,1,2026-09-21 00:13:30.074171
Demnat,31.7311,-7.0361,2026-09-25,32.4,18.4,0.0,0,16.4,32.0,3,2026-09-21 00:13:30.074171
Demnat,31.7311,-7.0361,2026-09-26,29.8,18.0,0.0,9,14.3,28.1,3,2026-09-21 00:13:30.074171
Demnat,31.7311,-7.0361,2026-09-27,28.5,16.3,0.0,11,14.1,28.4,3,2026-09-21 00:13:30.074171
Aïn Taoujdat,33.9333,-5.2167,2026-09-21,34.9,19.9,0.0,0,17.7,33.8,2,2026-09-21 00:13:30.830787
Aïn Taoujdat,33.9333,-5.2167,2026-09-22,32.8,18.6,0.0,0,13.6,25.9,1,2026-09-21 00:13:30.830787
Aïn Taoujdat,33.9333,-5.2167,2026-09-23,33.8,17.8,0.0,0,15.4,29.5,1,2026-09-21 00:13:30.830787
Aïn Taoujdat,33.9333,-5.2167,2026-09-24,34.6,18.3,0.0,0,15.3,29.2,0,2026-09-21 00:13:30.830787
Aïn Taoujdat,33.9333,-5.2167,2026-09-25,35.3,18.1,0.0,0,20.7,40.3,3,2026-09-21 00:13:30.830787
Aïn Taoujdat,33.9333,-5.2167,2026-09-26,34.1,18.1,0.0,0,16.7,31.3,2,2026-09-21 00:13:30.830787
Aïn Taoujdat,33.9333,-5.2167,2026-09-27,29.6,18.7,0.0,3,10.7,22.3,3,2026-09-21 00:13:30.830787
Sidi Smai’il,32.8167,-8.5,2026-09-21,38.3,20.8,0.0,0,18.1,34.2,2,2026-09-21 00:13:31.131789
Sidi Smai’il,32.8167,-8.5,2026-09-22,35.1,17.8,0.0,0,17.7,31.7,45,2026-09-21 00:13:31.131789
Sidi Smai’il,32.8167,-8.5,2026-09-23,32.7,18.6,0.0,0,15.7,28.1,45,2026-09-21 00:13:31.131789
Sidi Smai’il,32.8167,-8.5,2026-09-24,33.2,18.8,0.0,0,16.0,29.5,0,2026-09-21 00:13:31.131789
Sidi Smai’il,32.8167,-8.5,2026-09-25,33.5,18.2,0.0,0,20.4,39.3,45,2026-09-21 00:13:31.131789
Sidi Smai’il,32.8167,-8.5,2026-09-26,30.1,19.7,0.0,0,18.0,33.5,45,2026-09-21 00:13:31.131789
Sidi Smai’il,32.8167,-8.5,2026-09-27,29.0,19.0,0.0,3,16.0,29.2,45,2026-09-21 00:13:31.131789
Moulay Bousselham,34.8786,-6.2933,2026-09-21,33.1,19.9,0.0,0,18.2,30.2,0,2026-09-21 00:13:31.335839
Moulay Bousselham,34.8786,-6.2933,2026-09-22,31.9,20.1,0.0,0,18.0,31.7,3,2026-09-21 00:13:31.335839
Moulay Bousselham,34.8786,-6.2933,2026-09-23,29.3,17.2,0.0,0,18.2,31.0,0,2026-09-21 00:13:31.335839
Moulay Bousselham,34.8786,-6.2933,2026-09-24,30.6,17.2,0.0,0,15.7,28.1,0,2026-09-21 00:13:31.335839
Moulay Bousselham,34.8786,-6.2933,2026-09-25,29.2,18.1,0.0,0,17.3,29.9,3,2026-09-21 00:13:31.335839
Moulay Bousselham,34.8786,-6.2933,2026-09-26,31.0,17.8,0.0,0,19.4,33.8,45,2026-09-21 00:13:31.335839
Moulay Bousselham,34.8786,-6.2933,2026-09-27,27.0,19.0,0.0,3,14.3,25.9,45,2026-09-21 00:13:31.335839
Mechraa Bel Ksiri,34.56,-5.95,2026-09-21,37.7,24.6,0.0,0,18.8,35.3,1,2026-09-21 00:13:31.528326
Mechraa Bel Ksiri,34.56,-5.95,2026-09-22,35.9,21.3,0.0,0,15.7,29.5,3,2026-09-21 00:13:31.528326
Mechraa Bel Ksiri,34.56,-5.95,2026-09-23,37.0,17.9,0.0,0,18.9,33.8,0,2026-09-21 00:13:31.528326
Mechraa Bel Ksiri,34.56,-5.95,2026-09-24,37.6,19.5,0.0,0,17.1,33.1,0,2026-09-21 00:13:31.528326
Mechraa Bel Ksiri,34.56,-5.95,2026-09-25,37.8,17.0,0.0,0,15.0,33.2,3,2026-09-21 00:13:31.528326
Mechraa Bel Ksiri,34.56,-5.95,2026-09-26,34.8,17.4,0.0,0,20.2,38.5,3,2026-09-21 00:13:31.528326
Mechraa Bel Ksiri,34.56,-5.95,2026-09-27,28.1,19.1,0.0,3,11.3,20.9,45,2026-09-21 00:13:31.528326
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-21,37.3,24.5,0.0,0,18.6,34.2,1,2026-09-21 00:13:31.728248
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-22,35.6,22.6,0.0,0,14.0,26.3,3,2026-09-21 00:13:31.728248
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-23,37.0,19.5,0.0,0,12.1,23.0,1,2026-09-21 00:13:31.728248
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-24,37.8,19.3,0.0,0,10.8,20.9,0,2026-09-21 00:13:31.728248
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-25,37.9,18.6,0.0,0,10.4,25.6,3,2026-09-21 00:13:31.728248
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-26,37.2,17.9,0.0,0,13.2,34.2,3,2026-09-21 00:13:31.728248
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-27,29.1,19.6,0.0,3,10.4,19.1,3,2026-09-21 00:13:31.728248
Zeghanghane,35.1575,-3.0017,2026-09-21,26.0,21.5,0.0,0,22.7,43.6,2,2026-09-21 00:13:31.972387
Zeghanghane,35.1575,-3.0017,2026-09-22,26.4,18.2,0.0,0,16.3,32.4,3,2026-09-21 00:13:31.972387
Zeghanghane,35.1575,-3.0017,2026-09-23,26.6,17.7,0.0,0,16.3,32.4,45,2026-09-21 00:13:31.972387
Zeghanghane,35.1575,-3.0017,2026-09-24,27.4,18.1,0.0,0,18.0,34.6,45,2026-09-21 00:13:31.972387
Zeghanghane,35.1575,-3.0017,2026-09-25,30.8,17.5,0.0,0,10.4,21.6,45,2026-09-21 00:13:31.972387
Zeghanghane,35.1575,-3.0017,2026-09-26,26.7,17.3,0.0,0,20.0,36.0,45,2026-09-21 00:13:31.972387
Zeghanghane,35.1575,-3.0017,2026-09-27,26.2,17.8,0.0,3,15.8,27.4,45,2026-09-21 00:13:31.972387
Oulad Barhil,30.6408,-8.475,2026-09-21,37.9,21.9,0.0,5,28.0,50.0,3,2026-09-21 00:13:32.173658
Oulad Barhil,30.6408,-8.475,2026-09-22,38.5,20.7,0.0,3,18.8,36.4,2,2026-09-21 00:13:32.173658
Oulad Barhil,30.6408,-8.475,2026-09-23,38.4,20.0,0.0,0,23.6,42.1,0,2026-09-21 00:13:32.173658
Oulad Barhil,30.6408,-8.475,2026-09-24,37.7,19.9,0.0,0,28.4,52.9,1,2026-09-21 00:13:32.173658
Oulad Barhil,30.6408,-8.475,2026-09-25,37.4,20.9,0.0,0,27.1,49.9,3,2026-09-21 00:13:32.173658
Oulad Barhil,30.6408,-8.475,2026-09-26,33.8,18.7,0.0,3,20.0,36.4,3,2026-09-21 00:13:32.173658
Oulad Barhil,30.6408,-8.475,2026-09-27,32.4,17.9,0.0,0,16.7,30.6,3,2026-09-21 00:13:32.173658
Bir Jdid,33.3737,-8.0002,2026-09-21,32.9,19.9,0.0,0,17.7,34.9,2,2026-09-21 00:13:32.380669
Bir Jdid,33.3737,-8.0002,2026-09-22,29.9,18.8,0.0,0,13.9,27.4,45,2026-09-21 00:13:32.380669
Bir Jdid,33.3737,-8.0002,2026-09-23,28.8,18.9,0.0,0,15.9,31.0,45,2026-09-21 00:13:32.380669
