city,latitude,longtitude,date,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_max,wind_gusts_max,weather_code,extracted_at
Errachidia,31.9319,-4.4244,2026-09-24,30.1,19.0,0.0,0,11.5,24.8,2,2026-09-21 00:13:17.391468
Errachidia,31.9319,-4.4244,2026-09-25,30.7,20.2,0.0,0,11.8,27.0,3,2026-09-21 00:13:17.391468
Errachidia,31.9319,-4.4244,2026-09-26,29.0,21.4,0.3,11,13.7,24.5,3,2026-09-21 00:13:17.391468
Errachidia,31.9319,-4.4244,2026-09-27,27.9,18.1,0.9,19,16.5,27.7,3,2026-09-21 00:13:17.391468
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-21,37.8,21.4,0.0,0,17.7,33.1,2,2026-09-21 00:13:17.722723
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-22,36.8,18.1,0.0,0,14.8,30.2,2,2026-09-21 00:13:17.722723
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-23,36.9,17.3,0.0,0,11.8,23.4,0,2026-09-21 00:13:17.722723
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-24,37.6,17.2,0.0,0,12.3,29.2,0,2026-09-21 00:13:17.722723
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-25,37.5,16.5,0.0,0,9.3,17.3,3,2026-09-21 00:13:17.722723
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-26,35.5,19.6,0.0,0,13.0,25.9,3,2026-09-21 00:13:17.722723
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-27,34.2,18.4,0.0,3,20.3,33.8,3,2026-09-21 00:13:17.722723
Ad Darwa,33.4167,-7.5333,2026-09-21,37.2,20.5,0.0,0,18.8,37.8,2,2026-09-21 00:13:17.955549
Ad Darwa,33.4167,-7.5333,2026-09-22,33.9,18.7,0.0,0,14.9,29.5,3,2026-09-21 00:13:17.955549
Ad Darwa,33.4167,-7.5333,2026-09-23,32.1,17.7,0.0,0,18.0,35.6,45,2026-09-21 00:13:17.955549
Ad Darwa,33.4167,-7.5333,2026-09-24,32.9,17.9,0.0,0,16.0,32.8,0,2026-09-21 00:13:17.955549
Ad Darwa,33.4167,-7.5333,2026-09-25,32.5,16.8,0.0,0,18.7,37.4,3,2026-09-21 00:13:17.955549
Ad Darwa,33.4167,-7.5333,2026-09-26,31.5,17.7,0.0,0,17.8,33.8,45,2026-09-21 00:13:17.955549
Ad Darwa,33.4167,-7.5333,2026-09-27,28.8,18.4,0.0,4,13.6,29.9,45,2026-09-21 00:13:17.955549
Martil,35.61,-5.27,2026-09-21,24.9,21.9,0.2,0,21.3,43.6,3,2026-09-21 00:13:18.161241
Martil,35.61,-5.27,2026-09-22,24.7,20.8,0.0,0,18.0,38.5,3,2026-09-21 00:13:18.161241
Martil,35.61,-5.27,2026-09-23,24.5,19.9,0.0,0,15.2,33.5,45,2026-09-21 00:13:18.161241
Martil,35.61,-5.27,2026-09-24,24.7,20.6,0.0,0,17.5,36.0,2,2026-09-21 00:13:18.161241
Martil,35.61,-5.27,2026-09-25,25.2,20.2,0.0,0,9.8,23.4,45,2026-09-21 00:13:18.161241
Martil,35.61,-5.27,2026-09-26,24.6,21.0,0.0,0,18.8,32.8,45,2026-09-21 00:13:18.161241
Martil,35.61,-5.27,2026-09-27,23.8,21.2,0.0,3,13.6,24.8,3,2026-09-21 00:13:18.161241
Sidi Slimane,34.26,-5.93,2026-09-21,38.4,21.6,0.0,0,15.5,31.7,1,2026-09-21 00:13:18.369481
Sidi Slimane,34.26,-5.93,2026-09-22,36.1,19.3,0.0,0,14.0,30.6,3,2026-09-21 00:13:18.369481
Sidi Slimane,34.26,-5.93,2026-09-23,37.3,17.8,0.0,0,14.3,35.3,1,2026-09-21 00:13:18.369481
Sidi Slimane,34.26,-5.93,2026-09-24,37.8,18.5,0.0,0,12.8,34.6,0,2026-09-21 00:13:18.369481
Sidi Slimane,34.26,-5.93,2026-09-25,38.7,17.1,0.0,0,15.1,37.7,3,2026-09-21 00:13:18.369481
Sidi Slimane,34.26,-5.93,2026-09-26,36.4,16.3,0.0,0,16.1,34.2,3,2026-09-21 00:13:18.369481
Sidi Slimane,34.26,-5.93,2026-09-27,28.6,18.1,0.0,3,12.0,22.0,3,2026-09-21 00:13:18.369481
Oued Zem,32.8619,-6.5711,2026-09-21,34.6,21.8,0.0,0,19.5,43.9,3,2026-09-21 00:13:18.672136
Oued Zem,32.8619,-6.5711,2026-09-22,34.0,21.4,0.0,0,18.0,35.6,1,2026-09-21 00:13:18.672136
Oued Zem,32.8619,-6.5711,2026-09-23,34.0,19.6,0.0,0,18.9,37.8,1,2026-09-21 00:13:18.672136
Oued Zem,32.8619,-6.5711,2026-09-24,34.9,19.0,0.0,0,16.8,36.4,0,2026-09-21 00:13:18.672136
Oued Zem,32.8619,-6.5711,2026-09-25,34.6,19.3,0.0,0,17.7,36.4,3,2026-09-21 00:13:18.672136
Oued Zem,32.8619,-6.5711,2026-09-26,32.9,18.8,0.0,0,17.7,34.9,3,2026-09-21 00:13:18.672136
Oued Zem,32.8619,-6.5711,2026-09-27,30.8,17.9,0.0,3,19.0,38.5,3,2026-09-21 00:13:18.672136
Sefrou,33.83,-4.83,2026-09-21,31.9,21.7,0.0,0,19.7,41.4,2,2026-09-21 00:13:18.888975
Sefrou,33.83,-4.83,2026-09-22,30.3,20.1,0.0,0,17.9,38.5,1,2026-09-21 00:13:18.888975
Sefrou,33.83,-4.83,2026-09-23,30.8,20.3,0.0,0,15.2,34.2,1,2026-09-21 00:13:18.888975
Sefrou,33.83,-4.83,2026-09-24,31.6,20.8,0.0,0,17.2,39.2,0,2026-09-21 00:13:18.888975
Sefrou,33.83,-4.83,2026-09-25,32.1,19.7,0.0,0,21.4,45.0,3,2026-09-21 00:13:18.888975
Sefrou,33.83,-4.83,2026-09-26,32.2,15.6,0.0,5,17.0,34.6,3,2026-09-21 00:13:18.888975
Sefrou,33.83,-4.83,2026-09-27,27.0,16.4,0.0,7,9.1,25.6,3,2026-09-21 00:13:18.888975
Taroudannt,30.4711,-8.8778,2026-09-21,40.1,23.1,0.0,0,22.1,43.2,3,2026-09-21 00:13:19.101978
Taroudannt,30.4711,-8.8778,2026-09-22,40.2,23.0,0.0,0,25.9,51.8,3,2026-09-21 00:13:19.101978
Taroudannt,30.4711,-8.8778,2026-09-23,40.2,22.6,0.0,0,23.4,46.1,2,2026-09-21 00:13:19.101978
Taroudannt,30.4711,-8.8778,2026-09-24,39.4,20.9,0.0,0,24.2,46.8,1,2026-09-21 00:13:19.101978
Taroudannt,30.4711,-8.8778,2026-09-25,35.9,20.7,0.0,0,20.2,38.9,3,2026-09-21 00:13:19.101978
Taroudannt,30.4711,-8.8778,2026-09-26,32.5,18.9,0.0,0,26.4,47.5,3,2026-09-21 00:13:19.101978
Taroudannt,30.4711,-8.8778,2026-09-27,30.3,18.4,0.0,0,23.7,43.6,45,2026-09-21 00:13:19.101978
Essaouira,31.513,-9.7687,2026-09-21,27.8,19.2,0.0,0,9.4,18.0,45,2026-09-21 00:13:19.310177
Essaouira,31.513,-9.7687,2026-09-22,27.0,19.8,0.0,0,12.6,24.8,3,2026-09-21 00:13:19.310177
Essaouira,31.513,-9.7687,2026-09-23,25.6,19.3,0.0,0,19.8,37.4,3,2026-09-21 00:13:19.310177
Essaouira,31.513,-9.7687,2026-09-24,25.4,18.6,0.0,0,15.9,31.7,1,2026-09-21 00:13:19.310177
Essaouira,31.513,-9.7687,2026-09-25,25.4,19.0,0.0,0,23.1,44.3,3,2026-09-21 00:13:19.310177
Essaouira,31.513,-9.7687,2026-09-26,28.5,20.1,0.0,0,17.0,32.8,3,2026-09-21 00:13:19.310177
Essaouira,31.513,-9.7687,2026-09-27,29.7,19.3,0.0,3,18.3,35.3,3,2026-09-21 00:13:19.310177
Azrou,33.4344,-5.2213,2026-09-21,28.3,18.1,0.0,0,18.6,42.5,3,2026-09-21 00:13:19.621927
Azrou,33.4344,-5.2213,2026-09-22,27.1,15.0,0.0,0,16.4,39.2,1,2026-09-21 00:13:19.621927
Azrou,33.4344,-5.2213,2026-09-23,28.1,15.6,0.0,0,15.7,34.2,2,2026-09-21 00:13:19.621927
Azrou,33.4344,-5.2213,2026-09-24,28.9,17.1,0.0,0,16.0,34.6,0,2026-09-21 00:13:19.621927
Azrou,33.4344,-5.2213,2026-09-25,28.7,16.8,0.0,0,15.4,42.5,3,2026-09-21 00:13:19.621927
Azrou,33.4344,-5.2213,2026-09-26,28.3,17.9,0.0,0,15.4,38.2,3,2026-09-21 00:13:19.621927
Azrou,33.4344,-5.2213,2026-09-27,25.3,17.0,0.3,14,17.1,41.8,3,2026-09-21 00:13:19.621927
Guercif,34.23,-3.36,2026-09-21,30.8,20.4,0.0,0,26.3,48.2,3,2026-09-21 00:13:19.821256
Guercif,34.23,-3.36,2026-09-22,30.9,17.1,0.0,0,20.2,38.2,2,2026-09-21 00:13:19.821256
Guercif,34.23,-3.36,2026-09-23,31.9,15.6,0.0,0,25.0,45.4,3,2026-09-21 00:13:19.821256
Guercif,34.23,-3.36,2026-09-24,31.9,17.7,0.0,0,26.1,52.9,0,2026-09-21 00:13:19.821256
Guercif,34.23,-3.36,2026-09-25,33.5,14.5,0.0,0,15.5,32.8,1,2026-09-21 00:13:19.821256
Guercif,34.23,-3.36,2026-09-26,32.8,16.1,0.0,0,28.5,50.4,3,2026-09-21 00:13:19.821256
Guercif,34.23,-3.36,2026-09-27,30.6,17.2,0.0,5,19.6,33.1,3,2026-09-21 00:13:19.821256
Warzat,30.9167,-6.9167,2026-09-21,30.0,18.8,0.7,25,16.0,25.6,80,2026-09-21 00:13:20.038313
Warzat,30.9167,-6.9167,2026-09-22,32.4,15.3,0.0,0,28.4,55.1,0,2026-09-21 00:13:20.038313
Warzat,30.9167,-6.9167,2026-09-23,30.8,14.1,0.0,0,10.9,18.4,1,2026-09-21 00:13:20.038313
Warzat,30.9167,-6.9167,2026-09-24,30.9,16.2,0.0,0,19.8,36.0,2,2026-09-21 00:13:20.038313
Warzat,30.9167,-6.9167,2026-09-25,32.3,15.8,0.0,0,13.5,24.8,3,2026-09-21 00:13:20.038313
Warzat,30.9167,-6.9167,2026-09-26,30.0,18.5,0.0,3,11.4,20.5,3,2026-09-21 00:13:20.038313
Warzat,30.9167,-6.9167,2026-09-27,28.4,17.2,0.0,7,13.2,21.2,3,2026-09-21 00:13:20.038313
Fnidq,35.8414,-5.3587,2026-09-21,25.5,22.0,0.1,0,23.3,43.6,2,2026-09-21 00:13:20.258483
Fnidq,35.8414,-5.3587,2026-09-22,24.8,20.6,0.0,0,22.0,41.8,3,2026-09-21 00:13:20.258483
Fnidq,35.8414,-5.3587,2026-09-23,24.5,20.3,0.0,0,18.4,36.0,45,2026-09-21 00:13:20.258483
Fnidq,35.8414,-5.3587,2026-09-24,24.8,20.9,0.0,0,18.5,37.1,45,2026-09-21 00:13:20.258483
Fnidq,35.8414,-5.3587,2026-09-25,25.8,20.0,0.0,0,8.0,17.3,45,2026-09-21 00:13:20.258483
Fnidq,35.8414,-5.3587,2026-09-26,24.6,21.0,0.0,0,18.8,32.8,45,2026-09-21 00:13:20.258483
Fnidq,35.8414,-5.3587,2026-09-27,23.8,21.2,0.0,3,13.6,24.8,3,2026-09-21 00:13:20.258483
Tan-Tan,28.4333,-11.1,2026-09-21,33.5,19.3,0.0,0,24.4,45.0,3,2026-09-21 00:13:20.571975
Tan-Tan,28.4333,-11.1,2026-09-22,37.0,20.8,0.0,0,21.3,40.3,3,2026-09-21 00:13:20.571975
Tan-Tan,28.4333,-11.1,2026-09-23,37.1,23.7,0.0,0,20.5,38.9,3,2026-09-21 00:13:20.571975
Tan-Tan,28.4333,-11.1,2026-09-24,31.2,18.2,0.0,0,18.8,37.8,1,2026-09-21 00:13:20.571975
Tan-Tan,28.4333,-11.1,2026-09-25,28.5,18.9,0.0,0,18.6,38.5,3,2026-09-21 00:13:20.571975
Tan-Tan,28.4333,-11.1,2026-09-26,26.9,20.3,0.0,0,14.2,28.4,3,2026-09-21 00:13:20.571975
Tan-Tan,28.4333,-11.1,2026-09-27,26.7,20.8,0.0,0,12.3,27.4,3,2026-09-21 00:13:20.571975
Sidi Qacem,34.21,-5.7,2026-09-21,37.9,23.4,0.0,0,13.8,29.2,1,2026-09-21 00:13:20.792065
Sidi Qacem,34.21,-5.7,2026-09-22,35.7,20.6,0.0,0,11.2,24.1,3,2026-09-21 00:13:20.792065
Sidi Qacem,34.21,-5.7,2026-09-23,36.7,18.8,0.0,0,12.5,27.0,0,2026-09-21 00:13:20.792065
Sidi Qacem,34.21,-5.7,2026-09-24,37.2,20.4,0.0,0,14.8,31.7,0,2026-09-21 00:13:20.792065
Sidi Qacem,34.21,-5.7,2026-09-25,38.0,19.3,0.0,0,15.6,36.7,3,2026-09-21 00:13:20.792065
Sidi Qacem,34.21,-5.7,2026-09-26,36.0,19.4,0.0,0,13.9,38.2,3,2026-09-21 00:13:20.792065
Sidi Qacem,34.21,-5.7,2026-09-27,29.1,19.2,0.0,3,9.9,20.5,3,2026-09-21 00:13:20.792065
M’diq,35.68,-5.32,2026-09-21,24.8,21.7,0.2,0,21.3,43.6,3,2026-09-21 00:13:21.011490
M’diq,35.68,-5.32,2026-09-22,24.6,20.6,0.0,0,18.0,38.5,3,2026-09-21 00:13:21.011490
M’diq,35.68,-5.32,2026-09-23,24.4,19.7,0.0,0,15.2,33.5,45,2026-09-21 00:13:21.011490
M’diq,35.68,-5.32,2026-09-24,24.6,20.4,0.0,0,17.5,36.0,2,2026-09-21 00:13:21.011490
M’diq,35.68,-5.32,2026-09-25,25.1,20.1,0.0,0,10.3,31.7,45,2026-09-21 00:13:21.011490
M’diq,35.68,-5.32,2026-09-26,26.6,21.0,0.0,0,20.7,49.3,3,2026-09-21 00:13:21.011490
M’diq,35.68,-5.32,2026-09-27,25.0,21.6,0.0,3,15.5,37.1,3,2026-09-21 00:13:21.011490
Youssoufia,32.25,-8.53,2026-09-21,38.3,23.0,0.0,0,19.0,40.0,3,2026-09-21 00:13:21.228418
Youssoufia,32.25,-8.53,2026-09-22,36.8,19.9,0.0,0,16.9,35.3,0,2026-09-21 00:13:21.228418
Youssoufia,32.25,-8.53,2026-09-23,35.2,19.0,0.0,0,16.8,36.4,0,2026-09-21 00:13:21.228418
Youssoufia,32.25,-8.53,2026-09-24,36.3,19.0,0.0,0,15.7,36.4,0,2026-09-21 00:13:21.228418
Youssoufia,32.25,-8.53,2026-09-25,35.9,19.3,0.0,0,19.2,38.1,3,2026-09-21 00:13:21.228418
Youssoufia,32.25,-8.53,2026-09-26,33.1,19.0,0.0,0,21.2,40.0,45,2026-09-21 00:13:21.228418
Youssoufia,32.25,-8.53,2026-09-27,31.9,18.5,0.0,3,18.9,35.3,45,2026-09-21 00:13:21.228418
Midalt,32.68,-4.74,2026-09-21,28.5,15.0,0.0,3,21.3,37.1,2,2026-09-21 00:13:21.529676
Midalt,32.68,-4.74,2026-09-22,27.8,14.6,0.0,0,20.0,35.3,2,2026-09-21 00:13:21.529676
Midalt,32.68,-4.74,2026-09-23,28.4,13.0,0.0,0,15.2,24.8,2,2026-09-21 00:13:21.529676
Midalt,32.68,-4.74,2026-09-24,28.8,13.4,0.0,0,21.1,39.6,1,2026-09-21 00:13:21.529676
Midalt,32.68,-4.74,2026-09-25,27.4,13.3,0.0,0,19.5,33.4,3,2026-09-21 00:13:21.529676
Midalt,32.68,-4.74,2026-09-26,27.0,13.9,0.0,5,15.0,23.8,3,2026-09-21 00:13:21.529676
Midalt,32.68,-4.74,2026-09-27,26.6,12.7,1.0,7,11.7,24.8,3,2026-09-21 00:13:21.529676
Aïn Harrouda,33.6372,-7.4483,2026-09-21,31.6,19.5,0.0,0,12.3,33.1,45,2026-09-21 00:13:21.737176
Aïn Harrouda,33.6372,-7.4483,2026-09-22,29.9,19.1,0.0,0,10.3,28.1,45,2026-09-21 00:13:21.737176
Aïn Harrouda,33.6372,-7.4483,2026-09-23,27.9,19.8,0.0,0,11.5,31.7,45,2026-09-21 00:13:21.737176
Aïn Harrouda,33.6372,-7.4483,2026-09-24,28.9,17.7,0.0,0,11.3,30.6,0,2026-09-21 00:13:21.737176
Aïn Harrouda,33.6372,-7.4483,2026-09-25,29.0,17.4,0.0,0,13.7,36.0,45,2026-09-21 00:13:21.737176
Aïn Harrouda,33.6372,-7.4483,2026-09-26,28.3,19.3,0.0,0,14.2,33.1,45,2026-09-21 00:13:21.737176
Aïn Harrouda,33.6372,-7.4483,2026-09-27,26.2,19.6,0.0,4,11.1,26.3,45,2026-09-21 00:13:21.737176
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-21,38.3,21.6,0.0,0,13.8,24.1,2,2026-09-21 00:13:21.971840
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-22,37.2,20.8,0.0,0,9.4,17.6,2,2026-09-21 00:13:21.971840
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-23,37.5,18.5,0.0,0,9.7,18.7,0,2026-09-21 00:13:21.971840
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-24,37.9,18.3,0.0,0,9.5,18.0,0,2026-09-21 00:13:21.971840
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-25,37.9,18.1,0.0,0,10.2,18.7,3,2026-09-21 00:13:21.971840
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-26,35.5,21.1,0.0,0,14.7,28.4,3,2026-09-21 00:13:21.971840
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-27,34.3,19.5,0.0,3,16.0,27.4,3,2026-09-21 00:13:21.971840
Mehdya,34.2557,-6.6745,2026-09-21,32.9,19.7,0.0,0,11.6,26.6,2,2026-09-21 00:13:22.189511
Mehdya,34.2557,-6.6745,2026-09-22,30.2,19.6,0.0,0,10.7,24.8,3,2026-09-21 00:13:22.189511
Mehdya,34.2557,-6.6745,2026-09-23,29.5,18.5,0.0,0,15.4,33.5,45,2026-09-21 00:13:22.189511
Mehdya,34.2557,-6.6745,2026-09-24,33.9,17.3,0.0,0,16.7,36.4,0,2026-09-21 00:13:22.189511
Mehdya,34.2557,-6.6745,2026-09-25,32.1,18.2,0.0,0,15.5,34.2,3,2026-09-21 00:13:22.189511
Mehdya,34.2557,-6.6745,2026-09-26,29.3,19.2,0.0,0,12.3,28.4,45,2026-09-21 00:13:22.189511
Mehdya,34.2557,-6.6745,2026-09-27,25.6,20.5,0.0,3,13.7,31.0,3,2026-09-21 00:13:22.189511
Ouezzane,34.8,-5.6,2026-09-21,35.9,20.1,0.0,0,12.2,24.5,1,2026-09-21 00:13:22.476691
Ouezzane,34.8,-5.6,2026-09-22,34.6,18.6,0.0,0,9.5,18.7,3,2026-09-21 00:13:22.476691
Ouezzane,34.8,-5.6,2026-09-23,35.6,17.8,0.0,0,13.8,27.0,0,2026-09-21 00:13:22.476691
Ouezzane,34.8,-5.6,2026-09-24,36.7,17.0,0.0,0,11.8,23.4,0,2026-09-21 00:13:22.476691
Ouezzane,34.8,-5.6,2026-09-25,36.7,17.0,0.0,0,12.4,30.1,3,2026-09-21 00:13:22.476691
Ouezzane,34.8,-5.6,2026-09-26,35.2,16.7,0.0,0,16.9,34.9,3,2026-09-21 00:13:22.476691
Ouezzane,34.8,-5.6,2026-09-27,27.9,17.7,0.0,3,7.6,19.4,45,2026-09-21 00:13:22.476691
Semara,26.7394,-11.6703,2026-09-21,42.3,23.5,0.0,1,26.1,45.0,3,2026-09-21 00:13:22.681624
Semara,26.7394,-11.6703,2026-09-22,42.2,27.9,0.0,2,28.5,46.4,3,2026-09-21 00:13:22.681624
Semara,26.7394,-11.6703,2026-09-23,41.5,27.1,0.0,0,32.9,54.4,1,2026-09-21 00:13:22.681624
Semara,26.7394,-11.6703,2026-09-24,40.8,25.8,0.0,0,27.8,43.6,3,2026-09-21 00:13:22.681624
Semara,26.7394,-11.6703,2026-09-25,38.6,22.3,0.0,0,20.9,39.6,3,2026-09-21 00:13:22.681624
Semara,26.7394,-11.6703,2026-09-26,33.4,23.6,0.0,0,18.1,33.8,3,2026-09-21 00:13:22.681624
Semara,26.7394,-11.6703,2026-09-27,27.2,21.8,0.4,4,23.5,43.9,51,2026-09-21 00:13:22.681624
Ait Ourir,31.5644,-7.6628,2026-09-21,36.1,23.7,0.0,5,19.6,37.4,3,2026-09-21 00:13:22.875233
Ait Ourir,31.5644,-7.6628,2026-09-22,35.1,21.5,0.0,0,15.4,28.4,0,2026-09-21 00:13:22.875233
Ait Ourir,31.5644,-7.6628,2026-09-23,35.0,19.9,0.0,0,9.7,19.1,0,2026-09-21 00:13:22.875233
Ait Ourir,31.5644,-7.6628,2026-09-24,35.1,19.5,0.0,0,10.8,20.9,1,2026-09-21 00:13:22.875233
Ait Ourir,31.5644,-7.6628,2026-09-25,35.1,20.2,0.0,0,15.2,28.4,3,2026-09-21 00:13:22.875233
Ait Ourir,31.5644,-7.6628,2026-09-26,32.6,20.4,0.0,0,13.9,28.1,3,2026-09-21 00:13:22.875233
Ait Ourir,31.5644,-7.6628,2026-09-27,31.6,19.1,0.0,3,11.3,23.0,3,2026-09-21 00:13:22.875233
Oulad Tayeb,33.9598,-4.9954,2026-09-21,35.2,20.6,0.0,0,15.6,30.2,2,2026-09-21 00:13:23.075124
Oulad Tayeb,33.9598,-4.9954,2026-09-22,33.4,19.4,0.0,0,13.0,25.2,1,2026-09-21 00:13:23.075124
Oulad Tayeb,33.9598,-4.9954,2026-09-23,34.2,18.8,0.0,0,14.8,28.8,1,2026-09-21 00:13:23.075124
Oulad Tayeb,33.9598,-4.9954,2026-09-24,35.0,19.6,0.0,0,14.3,31.0,0,2026-09-21 00:13:23.075124
Oulad Tayeb,33.9598,-4.9954,2026-09-25,35.4,19.4,0.0,0,20.8,39.8,3,2026-09-21 00:13:23.075124
Oulad Tayeb,33.9598,-4.9954,2026-09-26,34.5,20.7,0.0,0,12.2,30.6,3,2026-09-21 00:13:23.075124
Oulad Tayeb,33.9598,-4.9954,2026-09-27,28.9,18.4,0.0,5,6.0,25.2,3,2026-09-21 00:13:23.075124
Tit Mellil,33.5533,-7.4822,2026-09-21,33.2,19.9,0.0,0,12.7,34.2,2,2026-09-21 00:13:23.288335
Tit Mellil,33.5533,-7.4822,2026-09-22,30.6,19.0,0.0,0,10.7,30.2,45,2026-09-21 00:13:23.288335
Tit Mellil,33.5533,-7.4822,2026-09-23,28.5,18.7,0.0,0,13.0,34.2,45,2026-09-21 00:13:23.288335
Tit Mellil,33.5533,-7.4822,2026-09-24,29.6,18.0,0.0,0,12.1,33.5,0,2026-09-21 00:13:23.288335
Tit Mellil,33.5533,-7.4822,2026-09-25,29.3,17.4,0.0,0,14.4,38.2,45,2026-09-21 00:13:23.288335
Tit Mellil,33.5533,-7.4822,2026-09-26,27.7,19.0,0.0,0,13.7,35.3,45,2026-09-21 00:13:23.288335
Tit Mellil,33.5533,-7.4822,2026-09-27,26.0,19.0,0.0,3,11.0,28.4,45,2026-09-21 00:13:23.288335
Sidi Bennour,32.655,-8.4292,2026-09-21,39.3,19.9,0.0,0,21.2,37.4,2,2026-09-21 00:13:23.535781
Sidi Bennour,32.655,-8.4292,2026-09-22,37.1,16.6,0.0,0,19.4,33.8,1,2026-09-21 00:13:23.535781
Sidi Bennour,32.655,-8.4292,2026-09-23,35.0,17.6,0.0,0,18.4,32.8,45,2026-09-21 00:13:23.535781
Sidi Bennour,32.655,-8.4292,2026-09-24,36.0,17.6,0.0,0,16.9,31.7,0,2026-09-21 00:13:23.535781
Sidi Bennour,32.655,-8.4292,2026-09-25,35.3,16.5,0.0,0,21.3,40.5,3,2026-09-21 00:13:23.535781
Sidi Bennour,32.655,-8.4292,2026-09-26,32.2,19.1,0.0,0,19.8,37.4,45,2026-09-21 00:13:23.535781
Sidi Bennour,32.655,-8.4292,2026-09-27,30.8,18.4,0.0,3,16.8,31.3,45,2026-09-21 00:13:23.535781
Temsia,30.3633,-9.4144,2026-09-21,40.0,22.2,0.0,0,16.2,33.5,3,2026-09-21 00:13:23.750425
Temsia,30.3633,-9.4144,2026-09-22,37.7,23.3,0.0,0,24.3,50.0,3,2026-09-21 00:13:23.750425
Temsia,30.3633,-9.4144,2026-09-23,37.5,22.5,0.0,0,18.8,40.3,2,2026-09-21 00:13:23.750425
Temsia,30.3633,-9.4144,2026-09-24,33.4,20.0,0.0,0,14.9,34.6,0,2026-09-21 00:13:23.750425
Temsia,30.3633,-9.4144,2026-09-25,27.9,19.0,0.0,0,24.0,43.2,3,2026-09-21 00:13:23.750425
Temsia,30.3633,-9.4144,2026-09-26,30.3,20.3,0.0,0,28.7,49.3,3,2026-09-21 00:13:23.750425
Temsia,30.3633,-9.4144,2026-09-27,28.2,19.9,0.0,0,27.2,46.1,45,2026-09-21 00:13:23.750425
Biougra,30.2144,-9.3708,2026-09-21,40.4,22.6,0.0,0,17.1,27.7,3,2026-09-21 00:13:23.946664
Biougra,30.2144,-9.3708,2026-09-22,38.7,24.6,0.0,0,23.9,39.6,3,2026-09-21 00:13:23.946664
Biougra,30.2144,-9.3708,2026-09-23,38.0,23.6,0.0,0,22.7,38.5,3,2026-09-21 00:13:23.946664
Biougra,30.2144,-9.3708,2026-09-24,33.6,21.1,0.0,0,17.0,31.3,0,2026-09-21 00:13:23.946664
Biougra,30.2144,-9.3708,2026-09-25,29.7,19.9,0.0,0,21.9,38.2,3,2026-09-21 00:13:23.946664
Biougra,30.2144,-9.3708,2026-09-26,28.8,19.6,0.0,0,25.3,43.2,3,2026-09-21 00:13:23.946664
Biougra,30.2144,-9.3708,2026-09-27,26.9,19.1,0.0,0,23.5,39.2,45,2026-09-21 00:13:23.946664
Al Hoceïma,35.2472,-3.9322,2026-09-21,28.5,20.1,0.0,0,23.9,42.8,1,2026-09-21 00:13:24.137224
Al Hoceïma,35.2472,-3.9322,2026-09-22,26.6,17.7,0.0,0,14.5,25.9,3,2026-09-21 00:13:24.137224
Al Hoceïma,35.2472,-3.9322,2026-09-23,26.2,17.4,0.0,0,12.8,23.0,2,2026-09-21 00:13:24.137224
Al Hoceïma,35.2472,-3.9322,2026-09-24,27.3,18.4,0.0,0,14.8,25.9,2,2026-09-21 00:13:24.137224
Al Hoceïma,35.2472,-3.9322,2026-09-25,27.0,17.7,0.0,0,9.5,18.4,1,2026-09-21 00:13:24.137224
Al Hoceïma,35.2472,-3.9322,2026-09-26,26.2,19.0,0.0,0,10.6,19.1,45,2026-09-21 00:13:24.137224
Al Hoceïma,35.2472,-3.9322,2026-09-27,24.6,20.4,0.0,3,8.2,16.2,45,2026-09-21 00:13:24.137224
Qasbat Tadla,32.6,-6.26,2026-09-21,37.2,20.9,0.0,3,16.0,27.7,2,2026-09-21 00:13:24.372522
Qasbat Tadla,32.6,-6.26,2026-09-22,36.0,18.9,0.0,0,10.9,20.9,2,2026-09-21 00:13:24.372522
Qasbat Tadla,32.6,-6.26,2026-09-23,36.3,17.3,0.0,0,8.7,15.5,0,2026-09-21 00:13:24.372522
Qasbat Tadla,32.6,-6.26,2026-09-24,37.1,16.8,0.0,0,10.2,19.4,0,2026-09-21 00:13:24.372522
Qasbat Tadla,32.6,-6.26,2026-09-25,36.9,16.1,0.0,0,7.6,15.7,3,2026-09-21 00:13:24.372522
Qasbat Tadla,32.6,-6.26,2026-09-26,35.2,14.8,0.0,3,13.1,26.6,3,2026-09-21 00:13:24.372522
Qasbat Tadla,32.6,-6.26,2026-09-27,33.7,17.1,0.0,9,19.9,35.3,3,2026-09-21 00:13:24.372522
Aziylal,31.96,-6.56,2026-09-21,28.2,18.9,0.0,10,19.2,40.7,3,2026-09-21 00:13:24.590489
